census_id,csdname,county,system,board_number,board_name,split,n_sources,evidence
3558001,Neebing,Thunder Bay,public,B28061,Lakehead District School Board,1,1,schools
3543007,New Tecumseth,Simcoe,catholic,B67091,Simcoe Muskoka Catholic District School Board,0,3,crawl|schools|sections
3543007,New Tecumseth,Simcoe,public,B66109,Simcoe County District School Board,0,3,crawl|schools|sections
3539002,Newbury,Middlesex,catholic,B67032,London District Catholic School Board,0,1,county-inference
3539002,Newbury,Middlesex,public,B66044,Thames Valley District School Board,0,1,county-inference
3519048,Newmarket,York,catholic,B67075,York Catholic District School Board,0,3,crawl|schools|sections
3519048,Newmarket,York,public,B66095,York Region District School Board,0,3,crawl|schools|sections
3526043,Niagara Falls,Niagara,catholic,B67156,Niagara Catholic District School Board,0,4,crawl|harvest|schools|sections
3526043,Niagara Falls,Niagara,public,B66150,District School Board of Niagara,0,4,crawl|harvest|schools|sections
3526047,Niagara-on-the-Lake,Niagara,catholic,B67156,Niagara Catholic District School Board,0,2,schools|sections
3526047,Niagara-on-the-Lake,Niagara,public,B66150,District School Board of Niagara,0,2,schools|sections
3558044,Nipigon,Thunder Bay,catholic,B29076,Superior North Catholic District School Board,0,1,schools
3558044,Nipigon,Thunder Bay,public,B28070,Superior-Greenstone District School Board,0,1,schools
3549071,Nipissing,Parry Sound,catholic,B29017,Nipissing-Parry Sound Catholic District School Board,0,1,harvest
3549071,Nipissing,Parry Sound,public,B28037,Near North District School Board,0,3,crawl|schools|sections
3528052,Norfolk County,Norfolk,catholic,B67164,Brant Haldimand Norfolk Catholic District School Board,0,1,schools
3528052,Norfolk County,Norfolk,public,B66168,Grand Erie District School Board,0,3,crawl|schools|sections
3547070,North Algona Wilberforce,Renfrew,catholic,B67199,Renfrew County Catholic District School Board,0,1,county-inference
3547070,North Algona Wilberforce,Renfrew,public,B66214,Renfrew County District School Board,0,1,county-inference
3548044,North Bay,Nipissing,catholic,B29017,Nipissing-Parry Sound Catholic District School Board,0,4,crawl|harvest|schools|sections
3548044,North Bay,Nipissing,public,B28037,Near North District School Board,0,3,crawl|harvest|schools
3530004,North Dumfries,Waterloo,catholic,B67148,Waterloo Catholic District School Board,0,3,crawl|schools|sections
3530004,North Dumfries,Waterloo,public,B66176,Waterloo Region District School Board,0,3,crawl|schools|sections
3501030,North Dundas,"Stormont, Dundas and Glengarry",catholic,B67172,Catholic District School Board of Eastern Ontario,0,3,crawl|harvest|schools
3501030,North Dundas,"Stormont, Dundas and Glengarry",public,B66192,Upper Canada District School Board,0,4,crawl|harvest|schools|sections
3510045,North Frontenac,Frontenac,catholic,B67202,Algonquin and Lakeshore Catholic District School Board,0,1,county-inference
3510045,North Frontenac,Frontenac,public,B66206,Limestone District School Board,0,1,schools
3501050,North Glengarry,"Stormont, Dundas and Glengarry",catholic,B67172,Catholic District School Board of Eastern Ontario,0,3,harvest|schools|sections
3501050,North Glengarry,"Stormont, Dundas and Glengarry",public,B66192,Upper Canada District School Board,0,3,harvest|schools|sections
3507065,North Grenville,Leeds and Grenville,catholic,B67172,Catholic District School Board of Eastern Ontario,0,1,schools
3507065,North Grenville,Leeds and Grenville,public,B66192,Upper Canada District School Board,0,1,schools
3540055,North Huron,Huron,catholic,B67016,Huron Perth Catholic District School Board,0,3,crawl|schools|sections
3540055,North Huron,Huron,public,B66010,Avon Maitland District School Board,0,1,schools
3515037,North Kawartha,Peterborough,catholic,B67067,Peterborough Victoria Northumberland and Clarington Catholic District School Board,0,1,county-inference
3515037,North Kawartha,Peterborough,public,B66079,Kawartha Pine Ridge District School Board,0,1,schools
3539041,North Middlesex,Middlesex,catholic,B67032,London District Catholic School Board,0,3,crawl|schools|sections
3539041,North Middlesex,Middlesex,public,B66044,Thames Valley District School Board,0,4,crawl|harvest|schools|sections
3531040,North Perth,Perth,catholic,B67016,Huron Perth Catholic District School Board,0,1,county-inference
3531040,North Perth,Perth,public,B66010,Avon Maitland District School Board,0,3,crawl|harvest|schools
3501042,North Stormont,"Stormont, Dundas and Glengarry",catholic,B67172,Catholic District School Board of Eastern Ontario,0,1,crawl
3501042,North Stormont,"Stormont, Dundas and Glengarry",public,B66192,Upper Canada District School Board,0,2,crawl|schools
3551017,Northeastern Manitoulin and the Islands,Manitoulin,public,B28029,Rainbow District School Board,0,1,county-inference
3541069,Northern Bruce Peninsula,Bruce,catholic,B67008,Bruce-Grey Catholic District School Board,0,1,county-inference
3541069,Northern Bruce Peninsula,Bruce,public,B66001,Bluewater District School Board,0,1,schools
3532002,Norwich,Oxford,catholic,B67032,London District Catholic School Board,0,3,crawl|harvest|sections
3532002,Norwich,Oxford,public,B66044,Thames Valley District School Board,0,4,crawl|harvest|schools|sections
3524001,Oakville,Halton,catholic,B67113,Halton Catholic District School Board,0,2,harvest|schools
3524001,Oakville,Halton,public,B66133,Halton District School Board,0,2,harvest|schools
3538018,Oil Springs,Lambton,catholic,B67040,St Clair Catholic District School Board,0,1,county-inference
3538018,Oil Springs,Lambton,public,B66036,Lambton Kent District School Board,0,1,county-inference
3558011,Oliver Paipoonge,Thunder Bay,public,B28061,Lakehead District School Board,0,1,schools
3556073,Opasatika,Cochrane,catholic,B29009,Northeastern Catholic District School Board,0,1,county-inference
3556073,Opasatika,Cochrane,public,B28002,District School Board Ontario North East,0,1,county-inference
3522014,Orangeville,Dufferin,catholic,B67083,Dufferin-Peel Catholic District School Board,0,3,crawl|harvest|schools
3522014,Orangeville,Dufferin,public,B66117,Upper Grand District School Board,0,3,crawl|harvest|schools
3543052,Orillia,Simcoe,catholic,B67091,Simcoe Muskoka Catholic District School Board,0,4,crawl|harvest|schools|sections
3543052,Orillia,Simcoe,public,B66109,Simcoe County District School Board,0,3,crawl|harvest|schools
3543023,Oro-Medonte,Simcoe,catholic,B67091,Simcoe Muskoka Catholic District School Board,0,1,county-inference
3543023,Oro-Medonte,Simcoe,public,B66109,Simcoe County District School Board,0,1,schools
3518013,Oshawa,Durham,catholic,B67105,Durham Catholic District School Board,0,2,harvest|schools
3518013,Oshawa,Durham,public,B66060,Durham District School Board,0,2,harvest|schools
3515005,Otonabee-South Monaghan,Peterborough,catholic,B67067,Peterborough Victoria Northumberland and Clarington Catholic District School Board,0,1,county-inference
3515005,Otonabee-South Monaghan,Peterborough,public,B66079,Kawartha Pine Ridge District School Board,0,1,schools
3506008,Ottawa,Ottawa,catholic,B67180,Ottawa Catholic School Board,0,2,harvest|schools
3506008,Ottawa,Ottawa,public,B66184,Ottawa-Carleton District School Board,0,2,harvest|schools
3542059,Owen Sound,Grey,catholic,B67008,Bruce-Grey Catholic District School Board,0,2,harvest|schools
3542059,Owen Sound,Grey,public,B66001,Bluewater District School Board,0,2,harvest|schools
3548013,Papineau-Cameron,Nipissing,catholic,B29017,Nipissing-Parry Sound Catholic District School Board,0,1,county-inference
3549032,Parry Sound,Parry Sound,catholic,B67091,Simcoe Muskoka Catholic District School Board,0,1,schools
3549032,Parry Sound,Parry Sound,public,B28037,Near North District School Board,0,1,schools
3537001,Pelee,Essex,catholic,B67024,Windsor-Essex Catholic District School Board,0,1,crawl
3537001,Pelee,Essex,public,B66028,Greater Essex County District School Board,0,2,crawl|schools
3526028,Pelham,Niagara,catholic,B67156,Niagara Catholic District School Board,0,1,schools
3526028,Pelham,Niagara,public,B66150,District School Board of Niagara,0,3,crawl|schools|sections
3547064,Pembroke,Renfrew,catholic,B67199,Renfrew County Catholic District School Board,0,1,schools
3547064,Pembroke,Renfrew,public,B66214,Renfrew County District School Board,0,1,schools
3543072,Penetanguishene,Simcoe,catholic,B67091,Simcoe Muskoka Catholic District School Board,0,1,schools
3543072,Penetanguishene,Simcoe,public,B66109,Simcoe County District School Board,0,1,schools
3549014,Perry,Parry Sound,catholic,B29017,Nipissing-Parry Sound Catholic District School Board,0,2,crawl|sections
3549014,Perry,Parry Sound,public,B28037,Near North District School Board,0,2,crawl|schools
3509021,Perth,Lanark,catholic,B67172,Catholic District School Board of Eastern Ontario,0,1,schools
3509021,Perth,Lanark,public,B66192,Upper Canada District School Board,0,1,schools
3531030,Perth East,Perth,catholic,B67016,Huron Perth Catholic District School Board,0,1,schools
3531030,Perth East,Perth,public,B66010,Avon Maitland District School Board,0,1,schools
3531013,Perth South,Perth,catholic,B67016,Huron Perth Catholic District School Board,0,1,harvest
3531013,Perth South,Perth,public,B66010,Avon Maitland District School Board,0,4,crawl|harvest|schools|sections
3547076,Petawawa,Renfrew,catholic,B67199,Renfrew County Catholic District School Board,0,1,schools
3547076,Petawawa,Renfrew,public,B66214,Renfrew County District School Board,0,1,schools
3515014,Peterborough,Peterborough,catholic,B67067,Peterborough Victoria Northumberland and Clarington Catholic District School Board,0,2,harvest|schools
3515014,Peterborough,Peterborough,public,B66079,Kawartha Pine Ridge District School Board,0,2,harvest|schools
3538019,Petrolia,Lambton,catholic,B67040,St Clair Catholic District School Board,0,1,schools
3538019,Petrolia,Lambton,public,B66036,Lambton Kent District School Board,0,3,crawl|schools|sections
3518001,Pickering,Durham,catholic,B67105,Durham Catholic District School Board,0,2,harvest|schools
3518001,Pickering,Durham,public,B66060,Durham District School Board,0,2,harvest|schools
3560049,Pickle Lake,Kenora,public,B28045,Keewatin-Patricia District School Board,0,1,schools
3557019,Plummer Additional,Algoma,catholic,B29025,Huron-Superior Catholic District School Board,0,1,county-inference
3557019,Plummer Additional,Algoma,public,B28010,Algoma District School Board,0,1,county-inference
3538035,Plympton-Wyoming,Lambton,catholic,B67040,St Clair Catholic District School Board,0,1,schools
3538035,Plympton-Wyoming,Lambton,public,B66036,Lambton Kent District School Board,0,1,schools
3538031,Point Edward,Lambton,catholic,B67040,St Clair Catholic District School Board,0,1,county-inference
3538031,Point Edward,Lambton,public,B66036,Lambton Kent District School Board,0,1,schools
3526011,Port Colborne,Niagara,catholic,B67156,Niagara Catholic District School Board,0,3,crawl|harvest|schools
3526011,Port Colborne,Niagara,public,B66150,District School Board of Niagara,0,4,crawl|harvest|schools|sections
3514020,Port Hope,Northumberland,catholic,B67067,Peterborough Victoria Northumberland and Clarington Catholic District School Board,0,1,schools
3514020,Port Hope,Northumberland,public,B66079,Kawartha Pine Ridge District School Board,0,1,schools
3549060,Powassan,Parry Sound,catholic,B29017,Nipissing-Parry Sound Catholic District School Board,0,1,schools
3549060,Powassan,Parry Sound,public,B28037,Near North District School Board,0,1,schools
3507008,Prescott,Leeds and Grenville,catholic,B67172,Catholic District School Board of Eastern Ontario,0,1,schools
3507008,Prescott,Leeds and Grenville,public,B66192,Upper Canada District School Board,0,1,schools
3557066,Prince,Algoma,catholic,B29025,Huron-Superior Catholic District School Board,0,1,county-inference
3557066,Prince,Algoma,public,B28010,Algoma District School Board,0,2,crawl|sections
3513020,Prince Edward County,Prince Edward,catholic,B67202,Algonquin and Lakeshore Catholic District School Board,0,1,schools
3513020,Prince Edward County,Prince Edward,public,B66222,Hastings & Prince Edward District School Board,0,1,schools
3523001,Puslinch,Wellington,catholic,B67130,Wellington Catholic District School Board,0,1,crawl
3523001,Puslinch,Wellington,public,B66117,Upper Grand District School Board,0,2,crawl|schools
3512015,Quinte West,Hastings,catholic,B67202,Algonquin and Lakeshore Catholic District School Board,0,1,schools
3512015,Quinte West,Hastings,public,B66079,Kawartha Pine Ridge District School Board,1,1,schools
3512015,Quinte West,Hastings,public,B66222,Hastings & Prince Edward District School Board,1,1,schools
3559042,Rainy River,Rainy River,catholic,B29041,Northwest Catholic District School Board,0,1,county-inference
3559042,Rainy River,Rainy River,public,B28053,Rainy River District School Board,0,3,crawl|schools|sections
3543019,Ramara,Simcoe,catholic,B67091,Simcoe Muskoka Catholic District School Board,0,4,crawl|harvest|schools|sections
3543019,Ramara,Simcoe,public,B66109,Simcoe County District School Board,0,4,crawl|harvest|schools|sections
3560042,Red Lake,Kenora,catholic,B29050,Kenora Catholic District School Board,0,1,schools
3560042,Red Lake,Kenora,public,B28045,Keewatin-Patricia District School Board,0,1,schools
3558041,Red Rock,Thunder Bay,catholic,B29076,Superior North Catholic District School Board,0,1,schools
3558041,Red Rock,Thunder Bay,public,B28070,Superior-Greenstone District School Board,0,1,schools
3547048,Renfrew,Renfrew,catholic,B67199,Renfrew County Catholic District School Board,0,1,schools
3547048,Renfrew,Renfrew,public,B66214,Renfrew County District School Board,0,1,schools
3519038,Richmond Hill,York,catholic,B67075,York Catholic District School Board,0,2,harvest|schools
3519038,Richmond Hill,York,public,B66095,York Region District School Board,0,2,harvest|schools
3507040,Rideau Lakes,Leeds and Grenville,catholic,B67172,Catholic District School Board of Eastern Ontario,0,1,county-inference
3507040,Rideau Lakes,Leeds and Grenville,public,B66192,Upper Canada District School Board,0,1,schools
3502048,Russell,Prescott and Russell,catholic,B67172,Catholic District School Board of Eastern Ontario,0,1,schools
3502048,Russell,Prescott and Russell,public,B66192,Upper Canada District School Board,0,1,schools
3549024,Ryerson,Parry Sound,catholic,B29017,Nipissing-Parry Sound Catholic District School Board,0,2,crawl|harvest
3549024,Ryerson,Parry Sound,public,B28037,Near North District School Board,0,1,harvest
3552023,Sables-Spanish Rivers,Sudbury,catholic,B29025,Huron-Superior Catholic District School Board,0,1,schools
3552023,Sables-Spanish Rivers,Sudbury,public,B28029,Rainbow District School Board,0,1,schools
3538030,Sarnia,Lambton,catholic,B67040,St Clair Catholic District School Board,0,2,harvest|schools
3538030,Sarnia,Lambton,public,B66036,Lambton Kent District School Board,0,3,crawl|harvest|schools
3541045,Saugeen Shores,Bruce,catholic,B67008,Bruce-Grey Catholic District School Board,0,3,crawl|schools|sections
3541045,Saugeen Shores,Bruce,public,B66001,Bluewater District School Board,0,3,crawl|schools|sections
3557061,Sault Ste. Marie,Algoma,catholic,B29025,Huron-Superior Catholic District School Board,0,2,harvest|schools
3557061,Sault Ste. Marie,Algoma,public,B28010,Algoma District School Board,0,2,harvest|schools
3558051,Schreiber,Thunder Bay,catholic,B29076,Superior North Catholic District School Board,0,1,schools
3558051,Schreiber,Thunder Bay,public,B28070,Superior-Greenstone District School Board,0,1,schools
3518020,Scugog,Durham,catholic,B67105,Durham Catholic District School Board,0,1,schools
3518020,Scugog,Durham,public,B66060,Durham District School Board,0,1,schools
3549003,Seguin,Parry Sound,public,B28037,Near North District School Board,0,1,schools
3515015,Selwyn,Peterborough,catholic,B67067,Peterborough Victoria Northumberland and Clarington Catholic District School Board,0,1,county-inference
3515015,Selwyn,Peterborough,public,B66079,Kawartha Pine Ridge District School Board,0,2,crawl|sections
3543015,Severn,Simcoe,catholic,B67091,Simcoe Muskoka Catholic District School Board,0,1,county-inference
3543015,Severn,Simcoe,public,B66109,Simcoe County District School Board,0,1,schools
3522021,Shelburne,Dufferin,catholic,B67083,Dufferin-Peel Catholic District School Board,0,1,county-inference
3522021,Shelburne,Dufferin,public,B66117,Upper Grand District School Board,0,3,crawl|schools|sections
3558028,Shuniah,Thunder Bay,public,B28061,Lakehead District School Board,0,1,schools
3560034,Sioux Lookout,Kenora,catholic,B29041,Northwest Catholic District School Board,0,1,schools
3560034,Sioux Lookout,Kenora,public,B28045,Keewatin-Patricia District School Board,0,1,schools
3560008,Sioux Narrows-Nestor Falls,Kenora,public,B28045,Keewatin-Patricia District School Board,0,1,schools
3509004,Smiths Falls,Lanark,catholic,B67172,Catholic District School Board of Eastern Ontario,0,3,crawl|schools|sections
3509004,Smiths Falls,Lanark,public,B66192,Upper Canada District School Board,0,2,crawl|schools
3556048,Smooth Rock Falls,Cochrane,catholic,B29009,Northeastern Catholic District School Board,0,1,crawl
3556048,Smooth Rock Falls,Cochrane,public,B28002,District School Board Ontario North East,0,2,crawl|schools
3548001,South Algonquin,Nipissing,catholic,B29017,Nipissing-Parry Sound Catholic District School Board,0,1,county-inference
3548001,South Algonquin,Nipissing,public,B66214,Renfrew County District School Board,0,1,crawl
3541004,South Bruce,Bruce,catholic,B67008,Bruce-Grey Catholic District School Board,0,1,schools
3541004,South Bruce,Bruce,public,B66001,Bluewater District School Board,0,1,schools
3541055,South Bruce Peninsula,Bruce,catholic,B67008,Bruce-Grey Catholic District School Board,0,1,county-inference
3541055,South Bruce Peninsula,Bruce,public,B66001,Bluewater District School Board,0,1,county-inference
3501020,South Dundas,"Stormont, Dundas and Glengarry",catholic,B67172,Catholic District School Board of Eastern Ontario,0,3,crawl|schools|sections
3501020,South Dundas,"Stormont, Dundas and Glengarry",public,B66192,Upper Canada District School Board,0,2,crawl|schools
3510020,South Frontenac,Frontenac,catholic,B67202,Algonquin and Lakeshore Catholic District School Board,0,2,harvest|schools
3510020,South Frontenac,Frontenac,public,B66206,Limestone District School Board,0,3,crawl|harvest|schools
3501005,South Glengarry,"Stormont, Dundas and Glengarry",catholic,B67172,Catholic District School Board of Eastern Ontario,0,2,harvest|schools
3501005,South Glengarry,"Stormont, Dundas and Glengarry",public,B66192,Upper Canada District School Board,0,2,harvest|schools
3540005,South Huron,Huron,catholic,B67016,Huron Perth Catholic District School Board,0,2,harvest|schools
3540005,South Huron,Huron,public,B66010,Avon Maitland District School Board,0,4,crawl|harvest|schools|sections
3549056,South River,Parry Sound,public,B28037,Near North District School Board,0,1,schools
3501011,South Stormont,"Stormont, Dundas and Glengarry",catholic,B67172,Catholic District School Board of Eastern Ontario,0,4,crawl|harvest|schools|sections
3501011,South Stormont,"Stormont, Dundas and Glengarry",public,B66192,Upper Canada District School Board,0,3,crawl|harvest|schools
3532012,South-West Oxford,Oxford,catholic,B67032,London District Catholic School Board,0,2,crawl|sections
3532012,South-West Oxford,Oxford,public,B66044,Thames Valley District School Board,0,2,crawl|sections
3542005,Southgate,Grey,catholic,B67008,Bruce-Grey Catholic District School Board,0,1,sections
3542005,Southgate,Grey,public,B66001,Bluewater District School Board,0,3,crawl|schools|sections
3539005,Southwest Middlesex,Middlesex,catholic,B67032,London District Catholic School Board,0,1,schools
3539005,Southwest Middlesex,Middlesex,public,B66044,Thames Valley District School Board,0,3,crawl|schools|sections
3534024,Southwold,Elgin,catholic,B67032,London District Catholic School Board,0,2,crawl|sections
3534024,Southwold,Elgin,public,B66044,Thames Valley District School Board,0,2,crawl|schools
3557039,Spanish,Algoma,catholic,B29025,Huron-Superior Catholic District School Board,0,1,county-inference
3557039,Spanish,Algoma,public,B28010,Algoma District School Board,0,1,county-inference
3543009,Springwater,Simcoe,catholic,B67091,Simcoe Muskoka Catholic District School Board,0,4,crawl|harvest|schools|sections
3543009,Springwater,Simcoe,public,B66109,Simcoe County District School Board,0,4,crawl|harvest|schools|sections
3526053,St. Catharines,Niagara,catholic,B67156,Niagara Catholic District School Board,0,3,crawl|schools|sections
3526053,St. Catharines,Niagara,public,B66150,District School Board of Niagara,0,4,crawl|harvest|schools|sections
3538003,St. Clair,Lambton,catholic,B67040,St Clair Catholic District School Board,0,1,schools
3538003,St. Clair,Lambton,public,B66036,Lambton Kent District School Board,0,1,schools
3557008,St. Joseph,Algoma,catholic,B29025,Huron-Superior Catholic District School Board,0,1,county-inference
3557008,St. Joseph,Algoma,public,B28010,Algoma District School Board,0,1,schools
3531016,St. Marys,Perth,catholic,B67016,Huron Perth Catholic District School Board,0,1,schools
3531016,St. Marys,Perth,public,B66010,Avon Maitland District School Board,0,1,schools
3534021,St. Thomas,Elgin,catholic,B67032,London District Catholic School Board,0,2,harvest|schools
3534021,St. Thomas,Elgin,public,B66044,Thames Valley District School Board,0,1,schools
3512020,Stirling-Rawdon,Hastings,catholic,B67202,Algonquin and Lakeshore Catholic District School Board,0,1,county-inference
3512020,Stirling-Rawdon,Hastings,public,B66222,Hastings & Prince Edward District School Board,0,1,schools
3511030,Stone Mills,Lennox and Addington,catholic,B67202,Algonquin and Lakeshore Catholic District School Board,0,2,harvest|schools
3511030,Stone Mills,Lennox and Addington,public,B66206,Limestone District School Board,0,4,crawl|harvest|schools|sections
3531011,Stratford,Perth,catholic,B67016,Huron Perth Catholic District School Board,0,2,harvest|schools
3531011,Stratford,Perth,public,B66010,Avon Maitland District School Board,0,2,harvest|schools
3539015,Strathroy-Caradoc,Middlesex,catholic,B67032,London District Catholic School Board,0,3,crawl|schools|sections
3539015,Strathroy-Caradoc,Middlesex,public,B66044,Thames Valley District School Board,0,3,crawl|schools|sections
3549046,Strong,Parry Sound,catholic,B29017,Nipissing-Parry Sound Catholic District School Board,0,2,crawl|sections
3549046,Strong,Parry Sound,public,B28037,Near North District School Board,0,1,crawl
3549048,Sundridge,Parry Sound,public,B28037,Near North District School Board,0,1,schools
3557014,Tarbutt and Tarbutt Additional,Algoma,catholic,B29025,Huron-Superior Catholic District School Board,0,1,county-inference
3557014,Tarbutt and Tarbutt Additional,Algoma,public,B28010,Algoma District School Board,0,1,county-inference
3543071,Tay,Simcoe,catholic,B67091,Simcoe Muskoka Catholic District School Board,0,1,schools
3543071,Tay,Simcoe,public,B66109,Simcoe County District School Board,0,1,schools
3509015,Tay Valley,Lanark,catholic,B67172,Catholic District School Board of Eastern Ontario,0,3,crawl|harvest|sections
3509015,Tay Valley,Lanark,public,B66192,Upper Canada District School Board,0,3,crawl|harvest|schools
3537048,Tecumseh,Essex,catholic,B67024,Windsor-Essex Catholic District School Board,0,1,schools
3537048,Tecumseh,Essex,public,B66028,Greater Essex County District School Board,0,2,crawl|schools
3551001,Tehkummah,Manitoulin,public,B28029,Rainbow District School Board,0,1,county-inference
3548069,Temagami,Nipissing,catholic,B29017,Nipissing-Parry Sound Catholic District School Board,0,1,county-inference
3548069,Temagami,Nipissing,public,B28002,District School Board Ontario North East,0,1,schools
3554020,Temiskaming Shores,Timiskaming,catholic,B29009,Northeastern Catholic District School Board,0,2,crawl|harvest
3554020,Temiskaming Shores,Timiskaming,public,B28002,District School Board Ontario North East,0,2,crawl|harvest
3558054,Terrace Bay,Thunder Bay,catholic,B29076,Superior North Catholic District School Board,0,4,crawl|harvest|schools|sections
3558054,Terrace Bay,Thunder Bay,public,B28070,Superior-Greenstone District School Board,0,2,harvest|schools
3539027,Thames Centre,Middlesex,catholic,B67032,London District Catholic School Board,0,4,crawl|harvest|schools|sections
3539027,Thames Centre,Middlesex,public,B66044,Thames Valley District School Board,0,4,crawl|harvest|schools|sections
3549005,The Archipelago,Parry Sound,public,B28037,Near North District School Board,0,3,crawl|harvest|sections
3542045,The Blue Mountains,Grey,catholic,B67008,Bruce-Grey Catholic District School Board,0,2,crawl|harvest
3542045,The Blue Mountains,Grey,public,B66001,Bluewater District School Board,0,3,crawl|harvest|schools
3502025,The Nation / La Nation,Prescott and Russell,catholic,B67172,Catholic District School Board of Eastern Ontario,0,2,crawl|sections
3502025,The Nation / La Nation,Prescott and Russell,public,B66192,Upper Canada District School Board,0,3,crawl|schools|sections
3557040,The North Shore,Algoma,catholic,B29025,Huron-Superior Catholic District School Board,0,1,county-inference
3557040,The North Shore,Algoma,public,B28010,Algoma District School Board,0,1,county-inference
3557028,Thessalon,Algoma,catholic,B29025,Huron-Superior Catholic District School Board,0,1,county-inference
3557028,Thessalon,Algoma,public,B28010,Algoma District School Board,0,1,schools
3554038,Thornloe,Timiskaming,catholic,B29009,Northeastern Catholic District School Board,0,1,county-inference
3554038,Thornloe,Timiskaming,public,B28002,District School Board Ontario North East,0,1,county-inference
3526037,Thorold,Niagara,catholic,B67156,Niagara Catholic District School Board,0,2,crawl|schools
3526037,Thorold,Niagara,public,B66150,District School Board of Niagara,0,2,crawl|schools
3558004,Thunder Bay,Thunder Bay,catholic,B29068,Thunder Bay Catholic District School Board,0,3,crawl|harvest|schools
3558004,Thunder Bay,Thunder Bay,public,B28061,Lakehead District School Board,0,4,crawl|harvest|schools|sections
3532004,Tillsonburg,Oxford,catholic,B67032,London District Catholic School Board,0,4,crawl|harvest|schools|sections
3532004,Tillsonburg,Oxford,public,B66044,Thames Valley District School Board,0,2,harvest|schools
3556027,Timmins,Cochrane,catholic,B29009,Northeastern Catholic District School Board,0,1,schools
3556027,Timmins,Cochrane,public,B28002,District School Board Ontario North East,0,1,schools
3543068,Tiny,Simcoe,catholic,B67091,Simcoe Muskoka Catholic District School Board,0,1,county-inference
3543068,Tiny,Simcoe,public,B66109,Simcoe County District School Board,0,1,schools
3520005,Toronto,Toronto,catholic,B67059,Toronto Catholic District School Board,0,2,harvest|schools
3520005,Toronto,Toronto,public,B66052,Toronto District School Board,0,2,harvest|schools
3514045,Trent Hills,Northumberland,catholic,B67067,Peterborough Victoria Northumberland and Clarington Catholic District School Board,0,1,schools
3514045,Trent Hills,Northumberland,public,B66079,Kawartha Pine Ridge District School Board,0,3,crawl|harvest|schools
3515044,Trent Lakes,Peterborough,catholic,B67067,Peterborough Victoria Northumberland and Clarington Catholic District School Board,0,1,county-inference
3515044,Trent Lakes,Peterborough,public,B66079,Kawartha Pine Ridge District School Board,0,1,county-inference
3512048,Tudor and Cashel,Hastings,catholic,B67202,Algonquin and Lakeshore Catholic District School Board,0,1,county-inference
3512048,Tudor and Cashel,Hastings,public,B66222,Hastings & Prince Edward District School Board,0,1,county-inference
3512030,Tweed,Hastings,catholic,B67202,Algonquin and Lakeshore Catholic District School Board,0,1,schools
3512030,Tweed,Hastings,public,B66222,Hastings & Prince Edward District School Board,0,1,schools
3512001,Tyendinaga,Hastings,catholic,B67202,Algonquin and Lakeshore Catholic District School Board,0,2,harvest|schools
3512001,Tyendinaga,Hastings,public,B66222,Hastings & Prince Edward District School Board,0,2,harvest|schools
3518029,Uxbridge,Durham,catholic,B67105,Durham Catholic District School Board,0,1,schools
3518029,Uxbridge,Durham,public,B66060,Durham District School Board,0,1,schools
3556070,Val Rita-Harty,Cochrane,catholic,B29009,Northeastern Catholic District School Board,0,1,crawl
3556070,Val Rita-Harty,Cochrane,public,B28002,District School Board Ontario North East,0,1,crawl
3519028,Vaughan,York,catholic,B67075,York Catholic District School Board,0,2,harvest|schools
3519028,Vaughan,York,public,B66095,York Region District School Board,0,2,harvest|schools
3526014,Wainfleet,Niagara,catholic,B67156,Niagara Catholic District School Board,0,2,crawl|schools
3526014,Wainfleet,Niagara,public,B66150,District School Board of Niagara,0,2,crawl|schools
3538043,Warwick,Lambton,catholic,B67040,St Clair Catholic District School Board,0,3,harvest|schools|sections
3538043,Warwick,Lambton,public,B66036,Lambton Kent District School Board,0,4,crawl|harvest|schools|sections
3543064,Wasaga Beach,Simcoe,catholic,B67091,Simcoe Muskoka Catholic District School Board,0,3,crawl|schools|sections
3543064,Wasaga Beach,Simcoe,public,B66109,Simcoe County District School Board,0,3,crawl|schools|sections
3530016,Waterloo,Waterloo,catholic,B67148,Waterloo Catholic District School Board,0,1,schools
3530016,Waterloo,Waterloo,public,B66176,Waterloo Region District School Board,0,2,harvest|schools
3557076,Wawa,Algoma,catholic,B29025,Huron-Superior Catholic District School Board,0,1,county-inference
3557076,Wawa,Algoma,public,B28010,Algoma District School Board,0,3,crawl|harvest|sections
3526032,Welland,Niagara,catholic,B67156,Niagara Catholic District School Board,0,2,crawl|schools
3526032,Welland,Niagara,public,B66150,District School Board of Niagara,0,3,crawl|schools|sections
3530027,Wellesley,Waterloo,catholic,B67148,Waterloo Catholic District School Board,0,3,crawl|harvest|schools
3530027,Wellesley,Waterloo,public,B66176,Waterloo Region District School Board,0,3,crawl|harvest|schools
3523050,Wellington North,Wellington,catholic,B67130,Wellington Catholic District School Board,0,2,crawl|schools
3523050,Wellington North,Wellington,public,B66117,Upper Grand District School Board,0,3,crawl|schools|sections
3534042,West Elgin,Elgin,catholic,B67032,London District Catholic School Board,0,1,schools
3534042,West Elgin,Elgin,public,B66044,Thames Valley District School Board,0,1,schools
3542004,West Grey,Grey,catholic,B67008,Bruce-Grey Catholic District School Board,0,2,harvest|schools
3542004,West Grey,Grey,public,B66001,Bluewater District School Board,0,3,crawl|harvest|schools
3526021,West Lincoln,Niagara,catholic,B67156,Niagara Catholic District School Board,0,2,crawl|schools
